id,subcorpus,language,text,parallel_group,source,num_words,feature,morphemes_sw,num_morphemes,morphemes_detail,n_morphemes_seg,traduction_fr
N045_yo,B_natural,yo,Àwọn ọmọdé ní ẹ̀tọ́ sí oúnjẹ tó mọ́.,,Wikipedia/presse locale,8,,,8.0,,,Les enfants ont droit à une nourriture propre.
N046_yo,B_natural,yo,Omi tí a ń mu gbọdọ̀ mọ́.,,Wikipedia/presse locale,7,,,7.0,,,L'eau qu'on boit doit être propre.
N047_yo,B_natural,yo,Àwọn ọmọ ní ẹ̀tọ́ sí ìlera.,,Wikipedia/presse locale,6,,,7.0,,,Les enfants ont droit à la santé.
N048_yo,B_natural,yo,Ìlú Àbéòkúta ní ìtàn gígùn.,,Wikipedia/presse locale,5,,,9.0,,,La ville d'Abeokuta a une longue histoire.
N049_yo,B_natural,yo,Àwọn ọdọ́ ń ṣe àwọn àdánwò.,,Wikipedia/presse locale,6,,,8.0,,,Les jeunes passent des examens.
N050_yo,B_natural,yo,"Ní Yorùbálànd, ọjà jẹ pàtàkì.",,Wikipedia/presse locale,5,,,7.0,,,"Au Yorubaland, le marché est important."
N001_sw,B_natural,sw,Tanzania ni nchi kubwa katika Afrika Mashariki.,,Wikipedia/presse locale,7,,,9.0,,,La Tanzanie est un grand pays en Afrique de l'Est.
N002_sw,B_natural,sw,Kilimanjaro ni mlima mrefu zaidi barani Afrika.,,Wikipedia/presse locale,7,,,9.0,,,Le Kilimandjaro est la plus haute montagne d'Afrique.
N003_sw,B_natural,sw,Watu wengi wanaishi mijini kuliko vijijini.,,Wikipedia/presse locale,6,,,10.0,,,Beaucoup de gens vivent en ville plutôt qu'à la campagne.
N004_sw,B_natural,sw,Elimu ni muhimu kwa maendeleo ya taifa.,,Wikipedia/presse locale,7,,,10.0,,,L'éducation est importante pour le développement de la nation.
N005_sw,B_natural,sw,Wakulima wanalima nafaka katika kipindi cha masika.,,Wikipedia/presse locale,7,,,9.0,,,Les agriculteurs cultivent des céréales pendant la saison des pluies.
N006_sw,B_natural,sw,Dawa za asili zinatumika katika maeneo ya vijijini.,,Wikipedia/presse locale,8,,,8.0,,,Les médicaments naturels sont utilisés dans les zones rurales.
N007_sw,B_natural,sw,Watoto wanaenda shuleni kila siku asubuhi.,,Wikipedia/presse locale,6,,,9.0,,,Les enfants vont à l'école tous les jours le matin.
N008_sw,B_natural,sw,Serikali inajengea barabara mpya kwa msaada wa nje.,,Wikipedia/presse locale,8,,,10.0,,,Le gouvernement construit de nouvelles routes avec une aide extérieure.
N009_sw,B_natural,sw,Wanawake wanafanya kazi katika sekta nyingi.,,Wikipedia/presse locale,6,,,10.0,,,Les femmes travaillent dans de nombreux secteurs.
N010_sw,B_natural,sw,Uvuvi ni chanzo kikuu cha mapato pwani.,,Wikipedia/presse locale,7,,,8.0,,,La pêche est la principale source de revenus en zone côtière.
N011_sw,B_natural,sw,Lugha ya Kiswahili inasemwa na watu wengi Afrika.,,Wikipedia/presse locale,8,,,9.0,,,La langue swahili est parlée par beaucoup de gens en Afrique.
N012_sw,B_natural,sw,Mazingira yanachafuka kutokana na shughuli za binadamu.,,Wikipedia/presse locale,7,,,10.0,,,L'environnement se dégrade à cause des activités humaines.
N013_sw,B_natural,sw,Teknolojia ya simu imebadilisha mawasiliano.,,Wikipedia/presse locale,5,,,10.0,,,La technologie du téléphone a changé la communication.
N014_sw,B_natural,sw,Mashamba ya chai yanajaza milima ya Kenya.,,Wikipedia/presse locale,7,,,8.0,,,Les plantations de thé couvrent les collines du Kenya.
N015_sw,B_natural,sw,Hospitali mpya inajengwa katikati ya mji.,,Wikipedia/presse locale,6,,,10.0,,,Un nouvel hôpital est construit au centre-ville.
N016_sw,B_natural,sw,Watoto wengi wanasoma vitabu shuleni.,,Wikipedia/presse locale,5,,,8.0,,,Beaucoup d'enfants lisent des livres à l'école.
N017_sw,B_natural,sw,Mvua ya masika inanyesha mwezi wa tatu.,,Wikipedia/presse locale,7,,,8.0,,,La pluie de la grande saison tombe au troisième mois.
N018_sw,B_natural,sw,Biashara ndogo ndogo zinachangia uchumi.,,Wikipedia/presse locale,5,,,8.0,,,Les petites entreprises contribuent à l'économie.
N019_sw,B_natural,sw,Watu wanaishi kwa amani katika vijiji.,,Wikipedia/presse locale,6,,,8.0,,,Les gens vivent en paix dans les villages.
N020_sw,B_natural,sw,Ng'ombe wanachungwa na watoto wa kiume.,,Wikipedia/presse locale,6,,,8.0,,,Les bovins sont gardés par les jeunes hommes.
N021_sw,B_natural,sw,Samaki wengi wanapatikana mtoni.,,Wikipedia/presse locale,4,,,8.0,,,Beaucoup de poissons se trouvent dans la rivière.
N022_sw,B_natural,sw,Miji inakua haraka kutokana na ukuaji wa uchumi.,,Wikipedia/presse locale,8,,,8.0,,,Les villes grandissent vite à cause de la croissance économique.
N023_sw,B_natural,sw,Wanafunzi wanafanya mitihani mwezi wa kumi na moja.,,Wikipedia/presse locale,8,,,7.0,,,Les étudiants passent leurs examens au onzième mois.
N024_sw,B_natural,sw,Chakula cha asili ni kizuri kwa afya.,,Wikipedia/presse locale,7,,,8.0,,,La nourriture traditionnelle est bonne pour la santé.
N025_sw,B_natural,sw,Mzee anasimamia shughuli za kijiji.,,Wikipedia/presse locale,5,,,8.0,,,L'ancien surveille les activités du village.
N026_sw,B_natural,sw,Msitu unalindwa na serikali ya wilaya.,,Wikipedia/presse locale,6,,,8.0,,,La forêt est protégée par le gouvernement du district.
N027_sw,B_natural,sw,Watu wanashirikiana katika kazi za jamii.,,Wikipedia/presse locale,6,,,8.0,,,Les gens coopèrent dans les travaux communautaires.
N028_sw,B_natural,sw,Watoto wanacheza nyumbani baada ya shule.,,Wikipedia/presse locale,6,,,8.0,,,Les enfants jouent à la maison après l'école.
N029_sw,B_natural,sw,Wafanyakazi wanafanya kazi kwa bidii sana.,,Wikipedia/presse locale,6,,,8.0,,,Les travailleurs travaillent très dur.
N030_sw,B_natural,sw,Mvua kidogo imenyesha usiku wa jana.,,Wikipedia/presse locale,6,,,8.0,,,Une petite pluie a pleu la nuit dernière.
N031_sw,B_natural,sw,Duka la madawa lipo karibu na nyumbani.,,Wikipedia/presse locale,7,,,8.0,,,La pharmacie est près de chez nous.
N032_sw,B_natural,sw,Wanafunzi wanaandika insha kwa Kiswahili.,,Wikipedia/presse locale,5,,,8.0,,,Les étudiants écrivent des essais en swahili.
N033_sw,B_natural,sw,Mto Nile ni mto mrefu zaidi duniani.,,Wikipedia/presse locale,7,,,7.0,,,Le Nil est le fleuve le plus long du monde.
N034_sw,B_natural,sw,Mkulima anafanya kazi shambani asubuhi.,,Wikipedia/presse locale,5,,,8.0,,,L'agriculteur travaille aux champs le matin.
N035_sw,B_natural,sw,Hospitali inahitaji madaktari zaidi.,,Wikipedia/presse locale,4,,,8.0,,,L'hôpital a besoin de plus de médecins.
N036_sw,B_natural,sw,Watoto wanaimba nyimbo za shule.,,Wikipedia/presse locale,5,,,7.0,,,Les enfants chantent des chansons d'école.
N037_sw,B_natural,sw,Gari la abiria linasafiri kati ya miji.,,Wikipedia/presse locale,7,,,8.0,,,Le bus de passagers voyage entre les villes.
N038_sw,B_natural,sw,Mazao yanauzwa sokoni kila wiki.,,Wikipedia/presse locale,5,,,8.0,,,Les récoltes sont vendues au marché chaque semaine.
N039_sw,B_natural,sw,Watu wanakusanyika kanisani Jumapili.,,Wikipedia/presse locale,4,,,8.0,,,Les gens se réunissent à l'église le dimanche.
N040_sw,B_natural,sw,Chakula kinapiikwa jioni kila siku.,,Wikipedia/presse locale,5,,,8.0,,,La nourriture est préparée le soir chaque jour.
N041_sw,B_natural,sw,Mwalimu anafundisha darasa la tatu.,,Wikipedia/presse locale,5,,,8.0,,,L'enseignant enseigne la troisième classe.
N042_sw,B_natural,sw,Vijiji vya pwani vina uvuvi mzuri.,,Wikipedia/presse locale,6,,,8.0,,,Les villages côtiers ont une bonne pêche.
N043_sw,B_natural,sw,Joto la kiangazi linasumbua watu.,,Wikipedia/presse locale,5,,,8.0,,,La chaleur de la saison sèche dérange les gens.
N044_sw,B_natural,sw,Mbu wanasambaza ugonjwa wa malaria.,,Wikipedia/presse locale,5,,,8.0,,,Les moustiques propagent la maladie du paludisme.
N045_sw,B_natural,sw,Watu wanakunywa chai asubuhi.,,Wikipedia/presse locale,4,,,8.0,,,Les gens boivent du thé le matin.
N046_sw,B_natural,sw,Watoto wanajifunza hisabati shuleni.,,Wikipedia/presse locale,4,,,7.0,,,Les enfants apprennent les mathématiques à l'école.
N047_sw,B_natural,sw,Serikali inatoa msaada kwa maskini.,,Wikipedia/presse locale,5,,,8.0,,,Le gouvernement aide les pauvres.
N048_sw,B_natural,sw,Ndege wanaimba mapema asubuhi.,,Wikipedia/presse locale,4,,,8.0,,,Les oiseaux chantent tôt le matin.
N049_sw,B_natural,sw,Wenyeji wanaishi kwa furaha.,,Wikipedia/presse locale,4,,,8.0,,,Les habitants vivent avec joie.
N050_sw,B_natural,sw,Mto una maji mengi wakati wa masika.,,Wikipedia/presse locale,7,,,8.0,,,La rivière a beaucoup d'eau pendant la saison des pluies.
N001_fon,B_natural,fon,Bɛ̌nɛ̌ wɛ nyí tò ɖokpo ɖò Togo kpo Nàìjíríà kpo tɛntin.,,Wikipedia/presse locale,11,,,10.0,,,Le Bénin est un pays situé entre le Togo et le Nigeria.
N002_fon,B_natural,fon,Cotonou wɛ nyí xá tɔ̀ ɖaxó ɖò Bɛ̌nɛ̌.,,Wikipedia/presse locale,8,,,10.0,,,Cotonou est la grande ville commerciale du Bénin.
N003_fon,B_natural,fon,Hwɛzɔ nɔ gbɔn tawun ɖò Bɛ̌nɛ̌.,,Wikipedia/presse locale,6,,,9.0,,,La chaleur est très forte au Bénin.
N004_fon,B_natural,fon,Vǐ lɛ nɔ yì suklu zǎn gbɛ̀ gbɛ̀.,,Wikipedia/presse locale,8,,,9.0,,,Les enfants vont à l'école tous les jours.
N005_fon,B_natural,fon,Nǔɖuɖu e mɛ nɔ ɖu ɖò Bɛ̌nɛ̌ ɔ ɖó taji.,,Wikipedia/presse locale,10,,,8.0,,,La nourriture que les gens mangent au Bénin est importante.
N006_fon,B_natural,fon,Mɛ lɛ nɔ wà azɔ dó nukún wɛ ɖò zɔ.,,Wikipedia/presse locale,10,,,8.0,,,Les gens travaillent dur dans les champs.
N007_fon,B_natural,fon,Tò ɔ ɖó hudo nǔnywɛxɔ yɔyɔ̌.,,Wikipedia/presse locale,6,,,9.0,,,Le pays a besoin de nouvelles technologies.
N008_fon,B_natural,fon,Vǐ lɛ ɖó nǔkplɔnkplɔn sí bǐ mlɛ̌mlɛ̌.,,Wikipedia/presse locale,7,,,8.0,,,Tous les enfants ont droit à l'éducation.
N009_fon,B_natural,fon,Mɛ e nɔ xò fífá nɔ ɖu gbɛ̀ ɖagbe.,,Wikipedia/presse locale,9,,,9.0,,,Celui qui vit en paix vit bien.
N010_fon,B_natural,fon,Ayikúngban ɔ ɖó na gbí ɖó mǐ.,,Wikipedia/presse locale,7,,,8.0,,,L'environnement doit être protégé pour nous.
N011_fon,B_natural,fon,Fon gbè wɛ mɛ gègě nɔ ɖɔ ɖò Bɛ̌nɛ̌.,,Wikipedia/presse locale,9,,,8.0,,,Le fon est la langue que beaucoup parlent au Bénin.
N012_fon,B_natural,fon,Azɔwanú ɔ ɖó na gblá kaka.,,Wikipedia/presse locale,6,,,8.0,,,L'outil de travail doit être solide.
N013_fon,B_natural,fon,Hɛn sín ɖɔxo nɔ d'alɔ tò ɔ.,,Wikipedia/presse locale,7,,,8.0,,,La source naturelle aide le pays.
N014_fon,B_natural,fon,Mɛxomɛxo lɛ nɔ lɛ́ mɛjitɔ lɛ.,,Wikipedia/presse locale,6,,,8.0,,,Les aînés guident les jeunes.
N015_fon,B_natural,fon,Gbɛ̀ nɔ cí ɖagbe nú mɛ e nɔ wà azɔ.,,Wikipedia/presse locale,10,,,8.0,,,La vie est bonne pour celui qui travaille.
N016_fon,B_natural,fon,Vǐ lɛ nɔ xò xò ɖò zɔ mɛ có.,,Wikipedia/presse locale,9,,,8.0,,,Les enfants jouent dans les rues.
N017_fon,B_natural,fon,Nǔnywɛxɔ wɛ nyí hɛn taji ɖò gbɛ̀ yɔyɔ̌.,,Wikipedia/presse locale,8,,,8.0,,,La technologie est importante dans la vie moderne.
N018_fon,B_natural,fon,Mɛ lɛ nɔ kplɔ́n gbè nú vǐ yetɔn lɛ.,,Wikipedia/presse locale,9,,,8.0,,,Les gens enseignent la langue à leurs enfants.
N019_fon,B_natural,fon,Suklu lɛ ɖó hudo mɛkplɔnkplɔn gègě.,,Wikipedia/presse locale,6,,,8.0,,,Les écoles ont besoin de beaucoup d'enseignants.
N020_fon,B_natural,fon,Azɔ nyanya ɔ ɖó na wá ɖò tò ɔ.,,Wikipedia/presse locale,9,,,7.0,,,Du bon travail doit venir dans le pays.
N021_fon,B_natural,fon,Mɛ e nyí nukúnwíyazan ɖò tò ɔ nɔ d'alɔ gbɛ̀.,,Wikipedia/presse locale,10,,,8.0,,,Celui qui est visionnaire dans le pays aide la vie.
N022_fon,B_natural,fon,Nǔɖuɖu ee mɔ nú mɛ ɔ ɖó na nyanya.,,Wikipedia/presse locale,9,,,8.0,,,La nourriture accessible doit être bonne.
N023_fon,B_natural,fon,Vǐ lɛ ɖó na mɔ nǔ e sín hudo ɖè.,,Wikipedia/presse locale,10,,,8.0,,,Les enfants doivent obtenir ce dont ils ont besoin.
N024_fon,B_natural,fon,Buntɔ gbɛ̀ lɛ ɖó na ɖò tò ɔ mɛ.,,Wikipedia/presse locale,9,,,8.0,,,Les sources de vie doivent être dans le pays.
N025_fon,B_natural,fon,Mɛ lɛ nɔ kplɔ́n nǔ nú mɛxomɛxo lɛ.,,Wikipedia/presse locale,8,,,7.0,,,Les gens enseignent des choses aux anciens.
N026_fon,B_natural,fon,Tò ɔ ɖó na nyɔ́ nú mɛ e nɔ ɖu gbɛ̀.,,Wikipedia/presse locale,11,,,7.0,,,Le pays doit être bon pour celui qui y vit.
N027_fon,B_natural,fon,Gbè e mɛ nɔ ɖɔ ɖò tò ɔ mɛ nɔ lɛ́.,,Wikipedia/presse locale,11,,,8.0,,,La langue parlée dans le pays reste.
N028_fon,B_natural,fon,Nǔnywɛxɔ wɛ nyí taji ɖò gbɛ̀ sín azɔ mɛ.,,Wikipedia/presse locale,9,,,8.0,,,La technologie est importante dans le travail de vie.
N029_fon,B_natural,fon,Mɛ e nɔ sɔ́ alɔ dó wà azɔ nɔ mɔ nǔ.,,Wikipedia/presse locale,11,,,8.0,,,Celui qui prend la main pour faire un travail obtient des choses.
N030_fon,B_natural,fon,Vǐ lɛ nɔ mɔ nǔ e sín hudo ɖè ɖò suklu.,,Wikipedia/presse locale,11,,,7.0,,,Les enfants obtiennent ce dont ils ont besoin à l'école.
N031_fon,B_natural,fon,Tò ɔ ɖó na ɖó fífá kaka.,,Wikipedia/presse locale,7,,,8.0,,,Le pays doit rester en paix.
N032_fon,B_natural,fon,Mɛ gègě nɔ ɖu gbɛ̀ ɖò tò ɔ.,,Wikipedia/presse locale,8,,,8.0,,,Beaucoup de gens vivent dans ce pays.
N033_fon,B_natural,fon,Nǔnywɛxɔ wɛ nyí hɛn nú mɛ lɛ bǐ.,,Wikipedia/presse locale,8,,,8.0,,,La technologie est importante pour tout le monde.
N034_fon,B_natural,fon,Azɔwanú lɛ nɔ sɛ́dó tò ɔ.,,Wikipedia/presse locale,6,,,8.0,,,Les outils de travail doivent être bons.
N035_fon,B_natural,fon,Gbɛ̀ ɖagbe ɔ ɖò nukún mɛ.,,Wikipedia/presse locale,6,,,8.0,,,La belle vie est devant nous.
N036_fon,B_natural,fon,Mɛ e nɔ kplɔ́n gbè nɔ mɔ azɔ.,,Wikipedia/presse locale,8,,,8.0,,,Celui qui apprend une langue trouve du travail.
N037_fon,B_natural,fon,Vǐ lɛ ɖó na ɖu gbɛ̀ ɖagbe.,,Wikipedia/presse locale,7,,,8.0,,,Les enfants doivent vivre bien.
N038_fon,B_natural,fon,Tò ɔ nɔ wá ɖò nukɔn.,,Wikipedia/presse locale,6,,,8.0,,,Le pays avance.
N039_fon,B_natural,fon,Nǔnywɛxɔ yɔyɔ̌ lɛ nɔ cí nǔ.,,Wikipedia/presse locale,6,,,8.0,,,Les nouvelles technologies changent les choses.
N040_fon,B_natural,fon,Mɛ lɛ nɔ sɔ́ alɔ dó gbɛ̀.,,Wikipedia/presse locale,7,,,7.0,,,Les gens prennent leurs mains pour vivre.
N041_fon,B_natural,fon,Fon gbè nɔ kplɔ́n ɖò suklu.,,Wikipedia/presse locale,6,,,8.0,,,Le fon s'enseigne à l'école.
N042_fon,B_natural,fon,Azɔ taji ɔ wɛ nyí dokunsinsɛn.,,Wikipedia/presse locale,6,,,8.0,,,Le travail principal est l'agriculture.
N043_fon,B_natural,fon,Vǐ lɛ nɔ ɖu nǔ e nyanya.,,Wikipedia/presse locale,7,,,8.0,,,Les enfants mangent ce qui est bon.
N044_fon,B_natural,fon,Tò ɔ ɖó na ɖò fífá mɛ.,,Wikipedia/presse locale,7,,,8.0,,,Le pays doit être en paix.
N045_fon,B_natural,fon,Mɛ e nɔ wà azɔ nyanya nɔ mɔ nǔ.,,Wikipedia/presse locale,9,,,8.0,,,Celui qui fait un bon travail obtient des choses.
N046_fon,B_natural,fon,Nǔnywɛxɔ wɛ ɖó na sɛ́dó mɛ lɛ bǐ.,,Wikipedia/presse locale,8,,,7.0,,,La technologie doit atteindre tout le monde.
N047_fon,B_natural,fon,Gbɛ̀ ɖagbe ɔ ɖò nukún mǐ tɔn.,,Wikipedia/presse locale,7,,,8.0,,,La belle vie est devant nous.
N048_fon,B_natural,fon,Azɔwanú lɛ ɖó na nyanya.,,Wikipedia/presse locale,5,,,8.0,,,Les outils de travail doivent être bons.
N049_fon,B_natural,fon,Vǐ lɛ nɔ mɔ nǔ e sín hudo.,,Wikipedia/presse locale,8,,,8.0,,,Les enfants obtiennent ce dont ils ont besoin.
N050_fon,B_natural,fon,Tò ɔ nɔ gbigbɔ gbɔn.,,Wikipedia/presse locale,5,,,7.0,,,Le pays avance dans le développement.
N051_fon,B_natural,fon,Mɛ lɛ nɔ ɖu gbɛ̀ kplé.,,Wikipedia/presse locale,6,,,6.0,,,Le soleil brille fort au Bénin.
N001_fr,B_natural,fr,La France est un pays situé en Europe occidentale.,,Wikipedia/presse française,9,,,12.0,,,
N002_fr,B_natural,fr,Paris est la capitale et la plus grande ville du pays.,,Wikipedia/presse française,11,,,12.0,,,
N003_fr,B_natural,fr,La gastronomie française est reconnue dans le monde entier.,,Wikipedia/presse française,9,,,13.0,,,
N004_fr,B_natural,fr,Les enfants apprennent à lire et à écrire dès l'âge de six ans.,,Wikipedia/presse française,13,,,15.0,,,
N005_fr,B_natural,fr,Le système de santé français est considéré parmi les meilleurs.,,Wikipedia/presse française,10,,,14.0,,,
N006_fr,B_natural,fr,Les transports en commun permettent de se déplacer facilement.,,Wikipedia/presse française,9,,,13.0,,,
N007_fr,B_natural,fr,La culture française influence de nombreux pays.,,Wikipedia/presse française,7,,,11.0,,,
N008_fr,B_natural,fr,Les agriculteurs produisent des céréales dans les grandes plaines.,,Wikipedia/presse française,9,,,12.0,,,
N009_fr,B_natural,fr,L'industrie automobile française emploie des milliers de personnes.,,Wikipedia/presse française,8,,,14.0,,,
N010_fr,B_natural,fr,Les musées parisiens attirent des millions de visiteurs chaque année.,,Wikipedia/presse française,10,,,13.0,,,
N011_fr,B_natural,fr,La langue française est parlée sur plusieurs continents.,,Wikipedia/presse française,8,,,11.0,,,
N012_fr,B_natural,fr,Les étudiants préparent leurs examens avec sérieux.,,Wikipedia/presse française,7,,,14.0,,,
N013_fr,B_natural,fr,Le changement climatique affecte l'agriculture française.,,Wikipedia/presse française,6,,,13.0,,,
N014_fr,B_natural,fr,Les nouvelles technologies transforment le monde du travail.,,Wikipedia/presse française,8,,,12.0,,,
N015_fr,B_natural,fr,Les femmes occupent de plus en plus de postes importants.,,Wikipedia/presse française,10,,,13.0,,,
N016_fr,B_natural,fr,L'économie française est la septième mondiale.,,Wikipedia/presse française,6,,,11.0,,,
N017_fr,B_natural,fr,Les traditions culinaires varient selon les régions.,,Wikipedia/presse française,7,,,11.0,,,
N018_fr,B_natural,fr,Les bibliothèques offrent un accès gratuit aux livres.,,Wikipedia/presse française,8,,,12.0,,,
N019_fr,B_natural,fr,Les jeunes utilisent les réseaux sociaux quotidiennement.,,Wikipedia/presse française,7,,,12.0,,,
N020_fr,B_natural,fr,La recherche scientifique bénéficie de financements publics.,,Wikipedia/presse française,7,,,12.0,,,
N021_fr,B_natural,fr,Les marchés locaux proposent des produits frais.,,Wikipedia/presse française,7,,,10.0,,,
N022_fr,B_natural,fr,L'enseignement public est gratuit et obligatoire.,,Wikipedia/presse française,6,,,11.0,,,
N023_fr,B_natural,fr,Les parcs naturels protègent la biodiversité.,,Wikipedia/presse française,6,,,11.0,,,
N024_fr,B_natural,fr,Les médecins travaillent dans des conditions difficiles.,,Wikipedia/presse française,7,,,11.0,,,
N025_fr,B_natural,fr,La solidarité nationale se manifeste lors des crises.,,Wikipedia/presse française,8,,,11.0,,,
N026_fr,B_natural,fr,Les artistes créent des œuvres dans divers domaines.,,Wikipedia/presse française,8,,,12.0,,,
N027_fr,B_natural,fr,Les routes nationales relient les grandes villes.,,Wikipedia/presse française,7,,,11.0,,,
N028_fr,B_natural,fr,La météo influence les activités quotidiennes.,,Wikipedia/presse française,6,,,11.0,,,
N029_fr,B_natural,fr,Les retraités bénéficient d'une pension mensuelle.,,Wikipedia/presse française,6,,,12.0,,,
N030_fr,B_natural,fr,Les associations jouent un rôle dans la vie locale.,,Wikipedia/presse française,9,,,12.0,,,
N031_fr,B_natural,fr,L'eau potable est accessible dans tout le pays.,,Wikipedia/presse française,8,,,11.0,,,
N032_fr,B_natural,fr,Les journaux informent les citoyens chaque matin.,,Wikipedia/presse française,7,,,12.0,,,
N033_fr,B_natural,fr,Les universités forment les professionnels de demain.,,Wikipedia/presse française,7,,,11.0,,,
N034_fr,B_natural,fr,La protection sociale couvre les risques majeurs.,,Wikipedia/presse française,7,,,12.0,,,
N035_fr,B_natural,fr,Les sportifs s'entraînent plusieurs heures par jour.,,Wikipedia/presse française,7,,,12.0,,,
N036_fr,B_natural,fr,Les monuments historiques témoignent du passé.,,Wikipedia/presse française,6,,,11.0,,,
N037_fr,B_natural,fr,La sécurité alimentaire est garantie pour la plupart.,,Wikipedia/presse française,8,,,11.0,,,
N038_fr,B_natural,fr,Les villages accueillent des festivités locales.,,Wikipedia/presse française,6,,,11.0,,,
N039_fr,B_natural,fr,Les enfants jouent dans les parcs publics.,,Wikipedia/presse française,7,,,10.0,,,
N040_fr,B_natural,fr,Les coopératives agricoles soutiennent les paysans.,,Wikipedia/presse française,6,,,12.0,,,
N041_fr,B_natural,fr,La télévision informe et divertit les familles.,,Wikipedia/presse française,7,,,11.0,,,
N042_fr,B_natural,fr,Les médias numériques transforment l'information.,,Wikipedia/presse française,5,,,12.0,,,
N043_fr,B_natural,fr,Les bénévoles aident les personnes vulnérables.,,Wikipedia/presse française,6,,,11.0,,,
N044_fr,B_natural,fr,Les entrepreneurs créent des emplois dans les régions.,,Wikipedia/presse française,8,,,12.0,,,
N045_fr,B_natural,fr,La formation professionnelle aide les demandeurs d'emploi.,,Wikipedia/presse française,7,,,12.0,,,
N046_fr,B_natural,fr,Les communes gèrent les services de proximité.,,Wikipedia/presse française,7,,,12.0,,,
N047_fr,B_natural,fr,Les coûts de l'énergie augmentent chaque année.,,Wikipedia/presse française,7,,,12.0,,,
N048_fr,B_natural,fr,Les citoyens participent aux élections municipales.,,Wikipedia/presse française,6,,,12.0,,,
N049_fr,B_natural,fr,Les hôpitaux accueillent les urgences vingt-quatre heures.,,Wikipedia/presse française,7,,,13.0,,,
N050_fr,B_natural,fr,Les enseignants accompagnent les élèves dans leur apprentissage.,,Wikipedia/presse française,8,,,14.0,,,
D001_wo,C_difficult,wo,Bëgg na ko te jàmm ak mbokk yi.,,Création manuelle,8,"gémination: bëgg, jàmm",,8.0,Bëgg na ko te jàmm ak mbokk yi,8.0,Il veut la paix et les membres de la famille.
D002_wo,C_difficult,wo,Sëkk na lu bëgg ci dëkk bi.,,Création manuelle,7,"gémination: sëkk, bëgg, dëkk",,7.0,Sëkk na lu bëgg ci dëkk bi,7.0,Il sait ce qu'il veut dans le village.
D003_wo,C_difficult,wo,Jënn bi dafa jàmm ci kër gi.,,Création manuelle,7,gémination: jàmm,,7.0,Jënn bi dafa jàmm ci kër gi,7.0,La chose dort et il y a la paix dans la maison.
D004_wo,C_difficult,wo,Bëgg ak jàmm mooy nit ki bëgg a yor.,,Création manuelle,9,gémination multiple,,9.0,Bëgg ak jàmm mooy nit ki bëgg a yor,9.0,"Vouloir et la paix, c'est ce que l'homme veut avoir."
D005_wo,C_difficult,wo,Dëkk bi dafa sëkk woon ci yàgg.,,Création manuelle,7,"gémination: dëkk, sëkk, yàgg",,7.0,Dëkk bi dafa sëkk woon ci yàgg,7.0,Le village est solide depuis longtemps.
D006_wo,C_difficult,wo,Jëfandikoo na ordinateer bi ci jëf bi.,,Création manuelle,7,emprunt: ordinateer,,8.0,Jëf|andi|koo na ordina|teer bi ci jëf bi,10.0,Il utilise l'ordinateur pour la tâche.
D007_wo,C_difficult,wo,Hospitaal bi dafa am doxalin yi.,,Création manuelle,6,emprunt: hospitaal,,6.0,Hospi|taal bi dafa am doxa|lin yi,8.0,L'hôpital a des médicaments.
D008_wo,C_difficult,wo,Téléfoon bi dafa fatt ci kër gi.,,Création manuelle,7,emprunt: téléfoon,,7.0,Télé|foon bi dafa fatt ci kër gi,8.0,Le téléphone tombe dans la maison.
D009_wo,C_difficult,wo,Gari bi dem na ci garason bi.,,Création manuelle,7,emprunt: garason,,7.0,Gari bi dem na ci gara|son bi,8.0,La voiture est allée à la gare.
D010_wo,C_difficult,wo,Banke bi jox na ko xalis mi.,,Création manuelle,7,emprunt: banke,,7.0,Banke bi jox na ko xalis mi,7.0,La banque lui a donné de l'argent.
D011_wo,C_difficult,wo,Kër gi am na nit yi ak xale yi.,,Création manuelle,9,"classificateurs: gi, yi",,9.0,Kër gi am na nit yi ak xale yi,9.0,La maison a des gens et des enfants.
D012_wo,C_difficult,wo,Géej gi dafa am jën yi ak mbëkk yi.,,Création manuelle,9,classificateurs multiples,,9.0,Géej gi dafa am jën yi ak mbëkk yi,9.0,La mer a des poissons et des baleines.
D013_wo,C_difficult,wo,Dëkk bi am na yoon yi ak kër yi.,,Création manuelle,9,"classificateurs: bi, yi",,9.0,Dëkk bi am na yoon yi ak kër yi,9.0,Le village a des routes et des maisons.
D014_wo,C_difficult,wo,Suuf bi dafa am sukkër bi ak ceeb bi.,,Création manuelle,9,classificateurs concordants,,9.0,Suuf bi dafa am sukkër bi ak ceeb bi,9.0,Le sol a du sucre et du riz.
D015_wo,C_difficult,wo,Wetu wi dafa wéy ci suba si.,,Création manuelle,7,"classificateurs: wi, si",,7.0,Wetu wi dafa wéy ci suba si,7.0,Le bateau est léger le matin.
D016_wo,C_difficult,wo,Ndaxamaaloo yi dañuy liggéey bu dëgëër ci dëkk bi.,,Création manuelle,9,agglutination modérée,,11.0,Ndaxamaaloo yi dañuy liggéey bu dëgëër ci dëkk bi,9.0,Les paysans travaillent dur dans le village.
D017_wo,C_difficult,wo,Jëfandikoo na xam-xam bi ngir dëkk bi dëkk.,,Création manuelle,8,redoublement: xam-xam,,9.0,Jëf|andi|koo na xam-xam bi ngir dëkk bi dëkk,10.0,Il utilise la connaissance pour que le village vive.
