sentence_id,subcorpus,language,langue,text,parallel_group,source,num_words,num_morphemes,n_morphemes_seg,n_morphemes_ref,feature,morphemes_detail,traduction_fr,tokenizer,n_tokens,tokens_detail,fertility_word,fertility_morpheme,morpheme_coverage,overtokenization_pct
N033_yo,B_natural,yo,Yoruba,Àwọn àgbẹ̀ ń lo àwọn irinṣẹ́ tuntun.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Àwọn|àgbẹ̀|ń|lo|àwọn|irinṣẹ́|tuntun|.,1.143,0.889,1.125,-11.1
N033_yo,B_natural,yo,Yoruba,Àwọn àgbẹ̀ ń lo àwọn irinṣẹ́ tuntun.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Àwọn|àgbẹ̀|ń|lo|àwọn|irinṣẹ́|tuntun|.,1.143,0.889,1.125,-11.1
N034_yo,B_natural,yo,Yoruba,Ètò ìlera ṣe pàtàkì fún gbogbo ènìyàn.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Ètò|ìlera|ṣe|pàtàkì|fún|gbogbo|ènìyàn|.,1.143,0.889,1.125,-11.1
N034_yo,B_natural,yo,Yoruba,Ètò ìlera ṣe pàtàkì fún gbogbo ènìyàn.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Ètò|ìlera|ṣe|pàtàkì|fún|gbogbo|ènìyàn|.,1.143,0.889,1.125,-11.1
N035_yo,B_natural,yo,Yoruba,Omi ọjẹ ń wà ní ọ̀pọ̀ àgbègbè.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Omi|ọjẹ|ń|wà|ní|ọ̀pọ̀|àgbègbè|.,1.143,1.0,1.0,0.0
N035_yo,B_natural,yo,Yoruba,Omi ọjẹ ń wà ní ọ̀pọ̀ àgbègbè.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Omi|ọjẹ|ń|wà|ní|ọ̀pọ̀|àgbègbè|.,1.143,1.0,1.0,0.0
N036_yo,B_natural,yo,Yoruba,Àwọn ọmọ ń ṣeré lẹ́yìn ilé-ẹ̀kọ́.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,9,Àwọn|ọmọ|ń|ṣeré|lẹ́yìn|ilé|-|ẹ̀kọ́|.,1.5,1.125,0.889,12.5
N036_yo,B_natural,yo,Yoruba,Àwọn ọmọ ń ṣeré lẹ́yìn ilé-ẹ̀kọ́.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,9,Àwọn|ọmọ|ń|ṣeré|lẹ́yìn|ilé|-|ẹ̀kọ́|.,1.5,1.125,0.889,12.5
N037_yo,B_natural,yo,Yoruba,Iṣẹ́ àgbẹ̀ ń ṣàánú fún àyíká.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Iṣẹ́|àgbẹ̀|ń|ṣàánú|fún|àyíká|.,1.167,0.875,1.143,-12.5
N037_yo,B_natural,yo,Yoruba,Iṣẹ́ àgbẹ̀ ń ṣàánú fún àyíká.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Iṣẹ́|àgbẹ̀|ń|ṣàánú|fún|àyíká|.,1.167,0.875,1.143,-12.5
N038_yo,B_natural,yo,Yoruba,Ìmọ̀ sáyẹ́ǹsì ń gbé ènìyàn lọ.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Ìmọ̀|sáyẹ́ǹsì|ń|gbé|ènìyàn|lọ|.,1.167,0.875,1.143,-12.5
N038_yo,B_natural,yo,Yoruba,Ìmọ̀ sáyẹ́ǹsì ń gbé ènìyàn lọ.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Ìmọ̀|sáyẹ́ǹsì|ń|gbé|ènìyàn|lọ|.,1.167,0.875,1.143,-12.5
N039_yo,B_natural,yo,Yoruba,"Ní Nàìjíríà, ọ̀pọ̀ ède ni wọ́n ń sọ.",,Wikipedia/presse locale,8,8.0,,8.0,,,,tiktoken,10,"Ní|Nàìjíríà|,|ọ̀pọ̀|ède|ni|wọ́n|ń|sọ|.",1.25,1.25,0.8,25.0
N039_yo,B_natural,yo,Yoruba,"Ní Nàìjíríà, ọ̀pọ̀ ède ni wọ́n ń sọ.",,Wikipedia/presse locale,8,8.0,,8.0,,,,sentencepiece,10,"Ní|Nàìjíríà|,|ọ̀pọ̀|ède|ni|wọ́n|ń|sọ|.",1.25,1.25,0.8,25.0
N040_yo,B_natural,yo,Yoruba,Àwọn ọmọdé ń kọ́ ẹ̀kọ́ Yorùbá.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Àwọn|ọmọdé|ń|kọ́|ẹ̀kọ́|Yorùbá|.,1.167,0.875,1.143,-12.5
N040_yo,B_natural,yo,Yoruba,Àwọn ọmọdé ń kọ́ ẹ̀kọ́ Yorùbá.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Àwọn|ọmọdé|ń|kọ́|ẹ̀kọ́|Yorùbá|.,1.167,0.875,1.143,-12.5
N041_yo,B_natural,yo,Yoruba,Àwọn tó ń gbé ní àgbègbè ìdílé ń ṣe àgbẹ̀.,,Wikipedia/presse locale,10,9.0,,9.0,,,,tiktoken,11,Àwọn|tó|ń|gbé|ní|àgbègbè|ìdílé|ń|ṣe|àgbẹ̀|.,1.1,1.222,0.818,22.2
N041_yo,B_natural,yo,Yoruba,Àwọn tó ń gbé ní àgbègbè ìdílé ń ṣe àgbẹ̀.,,Wikipedia/presse locale,10,9.0,,9.0,,,,sentencepiece,11,Àwọn|tó|ń|gbé|ní|àgbègbè|ìdílé|ń|ṣe|àgbẹ̀|.,1.1,1.222,0.818,22.2
N042_yo,B_natural,yo,Yoruba,Orin ìbílẹ̀ dúró ṣinṣin ní Yorùbálànd.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Orin|ìbílẹ̀|dúró|ṣinṣin|ní|Yorùbálànd|.,1.167,0.875,1.143,-12.5
N042_yo,B_natural,yo,Yoruba,Orin ìbílẹ̀ dúró ṣinṣin ní Yorùbálànd.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Orin|ìbílẹ̀|dúró|ṣinṣin|ní|Yorùbálànd|.,1.167,0.875,1.143,-12.5
N043_yo,B_natural,yo,Yoruba,Àwọn ẹ̀yà ọ̀tọ̀ọ̀tọ̀ gbé papọ̀ ní alaafia.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Àwọn|ẹ̀yà|ọ̀tọ̀ọ̀tọ̀|gbé|papọ̀|ní|alaafia|.,1.143,0.889,1.125,-11.1
N043_yo,B_natural,yo,Yoruba,Àwọn ẹ̀yà ọ̀tọ̀ọ̀tọ̀ gbé papọ̀ ní alaafia.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Àwọn|ẹ̀yà|ọ̀tọ̀ọ̀tọ̀|gbé|papọ̀|ní|alaafia|.,1.143,0.889,1.125,-11.1
N044_yo,B_natural,yo,Yoruba,Ìmọ̀ ẹ̀rọ tuntun ń wọ àwọn àgbègbè ìdílé.,,Wikipedia/presse locale,8,8.0,,8.0,,,,tiktoken,9,Ìmọ̀|ẹ̀rọ|tuntun|ń|wọ|àwọn|àgbègbè|ìdílé|.,1.125,1.125,0.889,12.5
N044_yo,B_natural,yo,Yoruba,Ìmọ̀ ẹ̀rọ tuntun ń wọ àwọn àgbègbè ìdílé.,,Wikipedia/presse locale,8,8.0,,8.0,,,,sentencepiece,9,Ìmọ̀|ẹ̀rọ|tuntun|ń|wọ|àwọn|àgbègbè|ìdílé|.,1.125,1.125,0.889,12.5
N045_yo,B_natural,yo,Yoruba,Àwọn ọmọdé ní ẹ̀tọ́ sí oúnjẹ tó mọ́.,,Wikipedia/presse locale,8,8.0,,8.0,,,,tiktoken,9,Àwọn|ọmọdé|ní|ẹ̀tọ́|sí|oúnjẹ|tó|mọ́|.,1.125,1.125,0.889,12.5
N045_yo,B_natural,yo,Yoruba,Àwọn ọmọdé ní ẹ̀tọ́ sí oúnjẹ tó mọ́.,,Wikipedia/presse locale,8,8.0,,8.0,,,,sentencepiece,9,Àwọn|ọmọdé|ní|ẹ̀tọ́|sí|oúnjẹ|tó|mọ́|.,1.125,1.125,0.889,12.5
N046_yo,B_natural,yo,Yoruba,Omi tí a ń mu gbọdọ̀ mọ́.,,Wikipedia/presse locale,7,7.0,,7.0,,,,tiktoken,8,Omi|tí|a|ń|mu|gbọdọ̀|mọ́|.,1.143,1.143,0.875,14.3
N046_yo,B_natural,yo,Yoruba,Omi tí a ń mu gbọdọ̀ mọ́.,,Wikipedia/presse locale,7,7.0,,7.0,,,,sentencepiece,8,Omi|tí|a|ń|mu|gbọdọ̀|mọ́|.,1.143,1.143,0.875,14.3
N047_yo,B_natural,yo,Yoruba,Àwọn ọmọ ní ẹ̀tọ́ sí ìlera.,,Wikipedia/presse locale,6,7.0,,7.0,,,,tiktoken,7,Àwọn|ọmọ|ní|ẹ̀tọ́|sí|ìlera|.,1.167,1.0,1.0,0.0
N047_yo,B_natural,yo,Yoruba,Àwọn ọmọ ní ẹ̀tọ́ sí ìlera.,,Wikipedia/presse locale,6,7.0,,7.0,,,,sentencepiece,7,Àwọn|ọmọ|ní|ẹ̀tọ́|sí|ìlera|.,1.167,1.0,1.0,0.0
N048_yo,B_natural,yo,Yoruba,Ìlú Àbéòkúta ní ìtàn gígùn.,,Wikipedia/presse locale,5,9.0,,9.0,,,,tiktoken,6,Ìlú|Àbéòkúta|ní|ìtàn|gígùn|.,1.2,0.667,1.5,-33.3
N048_yo,B_natural,yo,Yoruba,Ìlú Àbéòkúta ní ìtàn gígùn.,,Wikipedia/presse locale,5,9.0,,9.0,,,,sentencepiece,6,Ìlú|Àbéòkúta|ní|ìtàn|gígùn|.,1.2,0.667,1.5,-33.3
N049_yo,B_natural,yo,Yoruba,Àwọn ọdọ́ ń ṣe àwọn àdánwò.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Àwọn|ọdọ́|ń|ṣe|àwọn|àdánwò|.,1.167,0.875,1.143,-12.5
N049_yo,B_natural,yo,Yoruba,Àwọn ọdọ́ ń ṣe àwọn àdánwò.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Àwọn|ọdọ́|ń|ṣe|àwọn|àdánwò|.,1.167,0.875,1.143,-12.5
N050_yo,B_natural,yo,Yoruba,"Ní Yorùbálànd, ọjà jẹ pàtàkì.",,Wikipedia/presse locale,5,7.0,,7.0,,,,tiktoken,7,"Ní|Yorùbálànd|,|ọjà|jẹ|pàtàkì|.",1.4,1.0,1.0,0.0
N050_yo,B_natural,yo,Yoruba,"Ní Yorùbálànd, ọjà jẹ pàtàkì.",,Wikipedia/presse locale,5,7.0,,7.0,,,,sentencepiece,7,"Ní|Yorùbálànd|,|ọjà|jẹ|pàtàkì|.",1.4,1.0,1.0,0.0
N001_sw,B_natural,sw,Swahili,Tanzania ni nchi kubwa katika Afrika Mashariki.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Tanzania|ni|nchi|kubwa|katika|Afrika|Mashariki|.,1.143,0.889,1.125,-11.1
N001_sw,B_natural,sw,Swahili,Tanzania ni nchi kubwa katika Afrika Mashariki.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Tanzania|ni|nchi|kubwa|katika|Afrika|Mashariki|.,1.143,0.889,1.125,-11.1
N002_sw,B_natural,sw,Swahili,Kilimanjaro ni mlima mrefu zaidi barani Afrika.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Kilimanjaro|ni|mlima|mrefu|zaidi|barani|Afrika|.,1.143,0.889,1.125,-11.1
N002_sw,B_natural,sw,Swahili,Kilimanjaro ni mlima mrefu zaidi barani Afrika.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Kilimanjaro|ni|mlima|mrefu|zaidi|barani|Afrika|.,1.143,0.889,1.125,-11.1
N003_sw,B_natural,sw,Swahili,Watu wengi wanaishi mijini kuliko vijijini.,,Wikipedia/presse locale,6,10.0,,10.0,,,,tiktoken,7,Watu|wengi|wanaishi|mijini|kuliko|vijijini|.,1.167,0.7,1.429,-30.0
N003_sw,B_natural,sw,Swahili,Watu wengi wanaishi mijini kuliko vijijini.,,Wikipedia/presse locale,6,10.0,,10.0,,,,sentencepiece,7,Watu|wengi|wanaishi|mijini|kuliko|vijijini|.,1.167,0.7,1.429,-30.0
N004_sw,B_natural,sw,Swahili,Elimu ni muhimu kwa maendeleo ya taifa.,,Wikipedia/presse locale,7,10.0,,10.0,,,,tiktoken,8,Elimu|ni|muhimu|kwa|maendeleo|ya|taifa|.,1.143,0.8,1.25,-20.0
N004_sw,B_natural,sw,Swahili,Elimu ni muhimu kwa maendeleo ya taifa.,,Wikipedia/presse locale,7,10.0,,10.0,,,,sentencepiece,8,Elimu|ni|muhimu|kwa|maendeleo|ya|taifa|.,1.143,0.8,1.25,-20.0
N005_sw,B_natural,sw,Swahili,Wakulima wanalima nafaka katika kipindi cha masika.,,Wikipedia/presse locale,7,9.0,,9.0,,,,tiktoken,8,Wakulima|wanalima|nafaka|katika|kipindi|cha|masika|.,1.143,0.889,1.125,-11.1
N005_sw,B_natural,sw,Swahili,Wakulima wanalima nafaka katika kipindi cha masika.,,Wikipedia/presse locale,7,9.0,,9.0,,,,sentencepiece,8,Wakulima|wanalima|nafaka|katika|kipindi|cha|masika|.,1.143,0.889,1.125,-11.1
N006_sw,B_natural,sw,Swahili,Dawa za asili zinatumika katika maeneo ya vijijini.,,Wikipedia/presse locale,8,8.0,,8.0,,,,tiktoken,9,Dawa|za|asili|zinatumika|katika|maeneo|ya|vijijini|.,1.125,1.125,0.889,12.5
N006_sw,B_natural,sw,Swahili,Dawa za asili zinatumika katika maeneo ya vijijini.,,Wikipedia/presse locale,8,8.0,,8.0,,,,sentencepiece,9,Dawa|za|asili|zinatumika|katika|maeneo|ya|vijijini|.,1.125,1.125,0.889,12.5
N007_sw,B_natural,sw,Swahili,Watoto wanaenda shuleni kila siku asubuhi.,,Wikipedia/presse locale,6,9.0,,9.0,,,,tiktoken,7,Watoto|wanaenda|shuleni|kila|siku|asubuhi|.,1.167,0.778,1.286,-22.2
N007_sw,B_natural,sw,Swahili,Watoto wanaenda shuleni kila siku asubuhi.,,Wikipedia/presse locale,6,9.0,,9.0,,,,sentencepiece,7,Watoto|wanaenda|shuleni|kila|siku|asubuhi|.,1.167,0.778,1.286,-22.2
N008_sw,B_natural,sw,Swahili,Serikali inajengea barabara mpya kwa msaada wa nje.,,Wikipedia/presse locale,8,10.0,,10.0,,,,tiktoken,9,Serikali|inajengea|barabara|mpya|kwa|msaada|wa|nje|.,1.125,0.9,1.111,-10.0
N008_sw,B_natural,sw,Swahili,Serikali inajengea barabara mpya kwa msaada wa nje.,,Wikipedia/presse locale,8,10.0,,10.0,,,,sentencepiece,9,Serikali|inajengea|barabara|mpya|kwa|msaada|wa|nje|.,1.125,0.9,1.111,-10.0
N009_sw,B_natural,sw,Swahili,Wanawake wanafanya kazi katika sekta nyingi.,,Wikipedia/presse locale,6,10.0,,10.0,,,,tiktoken,7,Wanawake|wanafanya|kazi|katika|sekta|nyingi|.,1.167,0.7,1.429,-30.0
N009_sw,B_natural,sw,Swahili,Wanawake wanafanya kazi katika sekta nyingi.,,Wikipedia/presse locale,6,10.0,,10.0,,,,sentencepiece,7,Wanawake|wanafanya|kazi|katika|sekta|nyingi|.,1.167,0.7,1.429,-30.0
N010_sw,B_natural,sw,Swahili,Uvuvi ni chanzo kikuu cha mapato pwani.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Uvuvi|ni|chanzo|kikuu|cha|mapato|pwani|.,1.143,1.0,1.0,0.0
N010_sw,B_natural,sw,Swahili,Uvuvi ni chanzo kikuu cha mapato pwani.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Uvuvi|ni|chanzo|kikuu|cha|mapato|pwani|.,1.143,1.0,1.0,0.0
N011_sw,B_natural,sw,Swahili,Lugha ya Kiswahili inasemwa na watu wengi Afrika.,,Wikipedia/presse locale,8,9.0,,9.0,,,,tiktoken,9,Lugha|ya|Kiswahili|inasemwa|na|watu|wengi|Afrika|.,1.125,1.0,1.0,0.0
N011_sw,B_natural,sw,Swahili,Lugha ya Kiswahili inasemwa na watu wengi Afrika.,,Wikipedia/presse locale,8,9.0,,9.0,,,,sentencepiece,9,Lugha|ya|Kiswahili|inasemwa|na|watu|wengi|Afrika|.,1.125,1.0,1.0,0.0
N012_sw,B_natural,sw,Swahili,Mazingira yanachafuka kutokana na shughuli za binadamu.,,Wikipedia/presse locale,7,10.0,,10.0,,,,tiktoken,8,Mazingira|yanachafuka|kutokana|na|shughuli|za|binadamu|.,1.143,0.8,1.25,-20.0
N012_sw,B_natural,sw,Swahili,Mazingira yanachafuka kutokana na shughuli za binadamu.,,Wikipedia/presse locale,7,10.0,,10.0,,,,sentencepiece,8,Mazingira|yanachafuka|kutokana|na|shughuli|za|binadamu|.,1.143,0.8,1.25,-20.0
N013_sw,B_natural,sw,Swahili,Teknolojia ya simu imebadilisha mawasiliano.,,Wikipedia/presse locale,5,10.0,,10.0,,,,tiktoken,6,Teknolojia|ya|simu|imebadilisha|mawasiliano|.,1.2,0.6,1.667,-40.0
N013_sw,B_natural,sw,Swahili,Teknolojia ya simu imebadilisha mawasiliano.,,Wikipedia/presse locale,5,10.0,,10.0,,,,sentencepiece,6,Teknolojia|ya|simu|imebadilisha|mawasiliano|.,1.2,0.6,1.667,-40.0
N014_sw,B_natural,sw,Swahili,Mashamba ya chai yanajaza milima ya Kenya.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Mashamba|ya|chai|yanajaza|milima|ya|Kenya|.,1.143,1.0,1.0,0.0
N014_sw,B_natural,sw,Swahili,Mashamba ya chai yanajaza milima ya Kenya.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Mashamba|ya|chai|yanajaza|milima|ya|Kenya|.,1.143,1.0,1.0,0.0
N015_sw,B_natural,sw,Swahili,Hospitali mpya inajengwa katikati ya mji.,,Wikipedia/presse locale,6,10.0,,10.0,,,,tiktoken,7,Hospitali|mpya|inajengwa|katikati|ya|mji|.,1.167,0.7,1.429,-30.0
N015_sw,B_natural,sw,Swahili,Hospitali mpya inajengwa katikati ya mji.,,Wikipedia/presse locale,6,10.0,,10.0,,,,sentencepiece,7,Hospitali|mpya|inajengwa|katikati|ya|mji|.,1.167,0.7,1.429,-30.0
N016_sw,B_natural,sw,Swahili,Watoto wengi wanasoma vitabu shuleni.,,Wikipedia/presse locale,5,8.0,,8.0,,,,tiktoken,6,Watoto|wengi|wanasoma|vitabu|shuleni|.,1.2,0.75,1.333,-25.0
N016_sw,B_natural,sw,Swahili,Watoto wengi wanasoma vitabu shuleni.,,Wikipedia/presse locale,5,8.0,,8.0,,,,sentencepiece,6,Watoto|wengi|wanasoma|vitabu|shuleni|.,1.2,0.75,1.333,-25.0
N017_sw,B_natural,sw,Swahili,Mvua ya masika inanyesha mwezi wa tatu.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Mvua|ya|masika|inanyesha|mwezi|wa|tatu|.,1.143,1.0,1.0,0.0
N017_sw,B_natural,sw,Swahili,Mvua ya masika inanyesha mwezi wa tatu.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Mvua|ya|masika|inanyesha|mwezi|wa|tatu|.,1.143,1.0,1.0,0.0
N018_sw,B_natural,sw,Swahili,Biashara ndogo ndogo zinachangia uchumi.,,Wikipedia/presse locale,5,8.0,,8.0,,,,tiktoken,6,Biashara|ndogo|ndogo|zinachangia|uchumi|.,1.2,0.75,1.333,-25.0
N018_sw,B_natural,sw,Swahili,Biashara ndogo ndogo zinachangia uchumi.,,Wikipedia/presse locale,5,8.0,,8.0,,,,sentencepiece,6,Biashara|ndogo|ndogo|zinachangia|uchumi|.,1.2,0.75,1.333,-25.0
N019_sw,B_natural,sw,Swahili,Watu wanaishi kwa amani katika vijiji.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Watu|wanaishi|kwa|amani|katika|vijiji|.,1.167,0.875,1.143,-12.5
N019_sw,B_natural,sw,Swahili,Watu wanaishi kwa amani katika vijiji.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Watu|wanaishi|kwa|amani|katika|vijiji|.,1.167,0.875,1.143,-12.5
N020_sw,B_natural,sw,Swahili,Ng'ombe wanachungwa na watoto wa kiume.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,9,Ng|'|ombe|wanachungwa|na|watoto|wa|kiume|.,1.5,1.125,0.889,12.5
N020_sw,B_natural,sw,Swahili,Ng'ombe wanachungwa na watoto wa kiume.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,9,Ng|'|ombe|wanachungwa|na|watoto|wa|kiume|.,1.5,1.125,0.889,12.5
N021_sw,B_natural,sw,Swahili,Samaki wengi wanapatikana mtoni.,,Wikipedia/presse locale,4,8.0,,8.0,,,,tiktoken,5,Samaki|wengi|wanapatikana|mtoni|.,1.25,0.625,1.6,-37.5
N021_sw,B_natural,sw,Swahili,Samaki wengi wanapatikana mtoni.,,Wikipedia/presse locale,4,8.0,,8.0,,,,sentencepiece,5,Samaki|wengi|wanapatikana|mtoni|.,1.25,0.625,1.6,-37.5
N022_sw,B_natural,sw,Swahili,Miji inakua haraka kutokana na ukuaji wa uchumi.,,Wikipedia/presse locale,8,8.0,,8.0,,,,tiktoken,9,Miji|inakua|haraka|kutokana|na|ukuaji|wa|uchumi|.,1.125,1.125,0.889,12.5
N022_sw,B_natural,sw,Swahili,Miji inakua haraka kutokana na ukuaji wa uchumi.,,Wikipedia/presse locale,8,8.0,,8.0,,,,sentencepiece,9,Miji|inakua|haraka|kutokana|na|ukuaji|wa|uchumi|.,1.125,1.125,0.889,12.5
N023_sw,B_natural,sw,Swahili,Wanafunzi wanafanya mitihani mwezi wa kumi na moja.,,Wikipedia/presse locale,8,7.0,,7.0,,,,tiktoken,9,Wanafunzi|wanafanya|mitihani|mwezi|wa|kumi|na|moja|.,1.125,1.286,0.778,28.6
N023_sw,B_natural,sw,Swahili,Wanafunzi wanafanya mitihani mwezi wa kumi na moja.,,Wikipedia/presse locale,8,7.0,,7.0,,,,sentencepiece,9,Wanafunzi|wanafanya|mitihani|mwezi|wa|kumi|na|moja|.,1.125,1.286,0.778,28.6
N024_sw,B_natural,sw,Swahili,Chakula cha asili ni kizuri kwa afya.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Chakula|cha|asili|ni|kizuri|kwa|afya|.,1.143,1.0,1.0,0.0
N024_sw,B_natural,sw,Swahili,Chakula cha asili ni kizuri kwa afya.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Chakula|cha|asili|ni|kizuri|kwa|afya|.,1.143,1.0,1.0,0.0
N025_sw,B_natural,sw,Swahili,Mzee anasimamia shughuli za kijiji.,,Wikipedia/presse locale,5,8.0,,8.0,,,,tiktoken,6,Mzee|anasimamia|shughuli|za|kijiji|.,1.2,0.75,1.333,-25.0
N025_sw,B_natural,sw,Swahili,Mzee anasimamia shughuli za kijiji.,,Wikipedia/presse locale,5,8.0,,8.0,,,,sentencepiece,6,Mzee|anasimamia|shughuli|za|kijiji|.,1.2,0.75,1.333,-25.0
N026_sw,B_natural,sw,Swahili,Msitu unalindwa na serikali ya wilaya.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Msitu|unalindwa|na|serikali|ya|wilaya|.,1.167,0.875,1.143,-12.5
N026_sw,B_natural,sw,Swahili,Msitu unalindwa na serikali ya wilaya.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Msitu|unalindwa|na|serikali|ya|wilaya|.,1.167,0.875,1.143,-12.5
N027_sw,B_natural,sw,Swahili,Watu wanashirikiana katika kazi za jamii.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Watu|wanashirikiana|katika|kazi|za|jamii|.,1.167,0.875,1.143,-12.5
N027_sw,B_natural,sw,Swahili,Watu wanashirikiana katika kazi za jamii.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Watu|wanashirikiana|katika|kazi|za|jamii|.,1.167,0.875,1.143,-12.5
N028_sw,B_natural,sw,Swahili,Watoto wanacheza nyumbani baada ya shule.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Watoto|wanacheza|nyumbani|baada|ya|shule|.,1.167,0.875,1.143,-12.5
N028_sw,B_natural,sw,Swahili,Watoto wanacheza nyumbani baada ya shule.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Watoto|wanacheza|nyumbani|baada|ya|shule|.,1.167,0.875,1.143,-12.5
N029_sw,B_natural,sw,Swahili,Wafanyakazi wanafanya kazi kwa bidii sana.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Wafanyakazi|wanafanya|kazi|kwa|bidii|sana|.,1.167,0.875,1.143,-12.5
N029_sw,B_natural,sw,Swahili,Wafanyakazi wanafanya kazi kwa bidii sana.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Wafanyakazi|wanafanya|kazi|kwa|bidii|sana|.,1.167,0.875,1.143,-12.5
N030_sw,B_natural,sw,Swahili,Mvua kidogo imenyesha usiku wa jana.,,Wikipedia/presse locale,6,8.0,,8.0,,,,tiktoken,7,Mvua|kidogo|imenyesha|usiku|wa|jana|.,1.167,0.875,1.143,-12.5
N030_sw,B_natural,sw,Swahili,Mvua kidogo imenyesha usiku wa jana.,,Wikipedia/presse locale,6,8.0,,8.0,,,,sentencepiece,7,Mvua|kidogo|imenyesha|usiku|wa|jana|.,1.167,0.875,1.143,-12.5
N031_sw,B_natural,sw,Swahili,Duka la madawa lipo karibu na nyumbani.,,Wikipedia/presse locale,7,8.0,,8.0,,,,tiktoken,8,Duka|la|madawa|lipo|karibu|na|nyumbani|.,1.143,1.0,1.0,0.0
N031_sw,B_natural,sw,Swahili,Duka la madawa lipo karibu na nyumbani.,,Wikipedia/presse locale,7,8.0,,8.0,,,,sentencepiece,8,Duka|la|madawa|lipo|karibu|na|nyumbani|.,1.143,1.0,1.0,0.0
N032_sw,B_natural,sw,Swahili,Wanafunzi wanaandika insha kwa Kiswahili.,,Wikipedia/presse locale,5,8.0,,8.0,,,,tiktoken,6,Wanafunzi|wanaandika|insha|kwa|Kiswahili|.,1.2,0.75,1.333,-25.0
N032_sw,B_natural,sw,Swahili,Wanafunzi wanaandika insha kwa Kiswahili.,,Wikipedia/presse locale,5,8.0,,8.0,,,,sentencepiece,6,Wanafunzi|wanaandika|insha|kwa|Kiswahili|.,1.2,0.75,1.333,-25.0
N033_sw,B_natural,sw,Swahili,Mto Nile ni mto mrefu zaidi duniani.,,Wikipedia/presse locale,7,7.0,,7.0,,,,tiktoken,8,Mto|Nile|ni|mto|mrefu|zaidi|duniani|.,1.143,1.143,0.875,14.3
N033_sw,B_natural,sw,Swahili,Mto Nile ni mto mrefu zaidi duniani.,,Wikipedia/presse locale,7,7.0,,7.0,,,,sentencepiece,8,Mto|Nile|ni|mto|mrefu|zaidi|duniani|.,1.143,1.143,0.875,14.3
N034_sw,B_natural,sw,Swahili,Mkulima anafanya kazi shambani asubuhi.,,Wikipedia/presse locale,5,8.0,,8.0,,,,tiktoken,6,Mkulima|anafanya|kazi|shambani|asubuhi|.,1.2,0.75,1.333,-25.0
